action, angle, velocity, Q
TorqueL, 75, 78, 0
TorqueL, 75, 79, 0
TorqueL, 75, 80, 0
TorqueL, 75, 81, 0
TorqueL, 75, 82, -44.0677
TorqueL, 75, 83, 0
TorqueL, 75, 84, 0
TorqueL, 75, 85, -53.2058
TorqueL, 75, 86, 0
TorqueL, 75, 87, -58.7404
TorqueL, 75, 88, 0
TorqueL, 75, 89, -63.9343
TorqueL, 75, 90, -114.924
TorqueL, 75, 91, -70.7622
TorqueL, 75, 92, -73.8848
TorqueL, 75, 93, 0
TorqueL, 75, 94, 0
TorqueL, 75, 95, 0
TorqueL, 75, 96, 0
TorqueL, 75, 97, -93.4943
TorqueL, 75, 98, 0
TorqueL, 75, 99, 0
TorqueL, 76, 0, 0
TorqueL, 76, 1, 0
TorqueL, 76, 2, 0
TorqueL, 76, 3, 0
TorqueL, 76, 4, 0
TorqueL, 76, 5, 0
TorqueL, 76, 6, 0
TorqueL, 76, 7, 0
TorqueL, 76, 8, 0
TorqueL, 76, 9, 0
TorqueL, 76, 10, -67.3636
TorqueL, 76, 11, -63.1653
TorqueL, 76, 12, 0
TorqueL, 76, 13, 0
TorqueL, 76, 14, 0
TorqueL, 76, 15, 0
TorqueL, 76, 16, -50.6419
TorqueL, 76, 17, 0
TorqueL, 76, 18, 0
TorqueL, 76, 19, 0
TorqueL, 76, 20, 0
TorqueL, 76, 21, 0
TorqueL, 76, 22, 0
TorqueL, 76, 23, 0
TorqueL, 76, 24, -30.5585
TorqueL, 76, 25, 0
TorqueL, 76, 26, 0
TorqueL, 76, 27, -24.9387
TorqueL, 76, 28, 0
TorqueL, 76, 29, 0
TorqueL, 76, 30, -19.818
TorqueL, 76, 31, -16.9688
TorqueL, 76, 32, 0
TorqueL, 76, 33, -24.9581
TorqueL, 76, 34, -13.3
TorqueL, 76, 35, -12.3873
TorqueL, 76, 36, 0
TorqueL, 76, 37, -10.0321
TorqueL, 76, 38, 0
TorqueL, 76, 39, -7.70255
TorqueL, 76, 40, 0
TorqueL, 76, 41, -6.78023
TorqueL, 76, 42, 0
TorqueL, 76, 43, 0
TorqueL, 76, 44, -4.6209
TorqueL, 76, 45, -7.21739
TorqueL, 76, 46, -6.46205
TorqueL, 76, 47, -3.44989
TorqueL, 76, 48, 0
TorqueL, 76, 49, -3.20197
TorqueL, 76, 50, -3.18641
TorqueL, 76, 51, -3.1977
TorqueL, 76, 52, -5.14203
TorqueL, 76, 53, -3.45106
TorqueL, 76, 54, -4.07694
TorqueL, 76, 55, -4.24111
TorqueL, 76, 56, -4.73261
TorqueL, 76, 57, -5.54571
TorqueL, 76, 58, -5.93896
TorqueL, 76, 59, -6.34589
TorqueL, 76, 60, 0
TorqueL, 76, 61, -8.36372
TorqueL, 76, 62, -9.01165
TorqueL, 76, 63, -10.6724
TorqueL, 76, 64, -10.9171
TorqueL, 76, 65, -12.8401
TorqueL, 76, 66, -23.3643
TorqueL, 76, 67, -23.86
TorqueL, 76, 68, -15.6561
TorqueL, 76, 69, 0
TorqueL, 76, 70, 0
TorqueL, 76, 71, -21.0132
TorqueL, 76, 72, -22.9724
TorqueL, 76, 73, 0
TorqueL, 76, 74, -26.291
TorqueL, 76, 75, 0
TorqueL, 76, 76, 0
TorqueL, 76, 77, -32.4524
TorqueL, 76, 78, -34.3805
TorqueL, 76, 79, 0
TorqueL, 76, 80, -40.2763
TorqueL, 76, 81, 0
TorqueL, 76, 82, 0
TorqueL, 76, 83, 0
TorqueL, 76, 84, -49.3881
TorqueL, 76, 85, 0
TorqueL, 76, 86, 0
TorqueL, 76, 87, -57.7625
TorqueL, 76, 88, 0
TorqueL, 76, 89, -65.2609
TorqueL, 76, 90, -66.4558
TorqueL, 76, 91, -70.6599
TorqueL, 76, 92, -73.8898
TorqueL, 76, 93, 0
TorqueL, 76, 94, -82.4333
TorqueL, 76, 95, -85.3173
TorqueL, 76, 96, 0
TorqueL, 76, 97, -91.6478
TorqueL, 76, 98, 0
TorqueL, 76, 99, -98.9243
TorqueL, 77, 0, 0
TorqueL, 77, 1, 0
TorqueL, 77, 2, 0
TorqueL, 77, 3, 0
TorqueL, 77, 4, 0
TorqueL, 77, 5, 0
TorqueL, 77, 6, 0
TorqueL, 77, 7, 0
TorqueL, 77, 8, 0
TorqueL, 77, 9, 0
TorqueL, 77, 10, 0
TorqueL, 77, 11, 0
TorqueL, 77, 12, 0
TorqueL, 77, 13, -58.0992
TorqueL, 77, 14, 0
TorqueL, 77, 15, 0
TorqueL, 77, 16, -85.5125
TorqueL, 77, 17, 0
TorqueL, 77, 18, -44.4343
TorqueL, 77, 19, 0
TorqueL, 77, 20, 0
TorqueL, 77, 21, 0
TorqueL, 77, 22, 0
TorqueL, 77, 23, 0
TorqueL, 77, 24, 0
TorqueL, 77, 25, -27.2252
TorqueL, 77, 26, -26.4293
TorqueL, 77, 27, 0
TorqueL, 77, 28, 0
TorqueL, 77, 29, 0
TorqueL, 77, 30, 0
TorqueL, 77, 31, -17.4182
TorqueL, 77, 32, 0
TorqueL, 77, 33, -14.1535
TorqueL, 77, 34, 0
TorqueL, 77, 35, -11.9771
TorqueL, 77, 36, -10.5065
TorqueL, 77, 37, -9.66482
TorqueL, 77, 38, 0
TorqueL, 77, 39, -7.34787
TorqueL, 77, 40, 0
TorqueL, 77, 41, -5.94486
TorqueL, 77, 42, 0
TorqueL, 77, 43, -4.97875
TorqueL, 77, 44, 0
TorqueL, 77, 45, -4.07429
TorqueL, 77, 46, 0
TorqueL, 77, 47, -3.2549
TorqueL, 77, 48, -3.07253
TorqueL, 77, 49, -3.09673
TorqueL, 77, 50, -4.52819
TorqueL, 77, 51, -4.62173
TorqueL, 77, 52, -3.06792
TorqueL, 77, 53, -3.29665
TorqueL, 77, 54, -3.66386
TorqueL, 77, 55, -3.88318
TorqueL, 77, 56, -4.70903
TorqueL, 77, 57, 0
TorqueL, 77, 58, -5.76457
TorqueL, 77, 59, -5.98232
TorqueL, 77, 60, 0
TorqueL, 77, 61, -7.77148
TorqueL, 77, 62, -8.90497
TorqueL, 77, 63, 0
TorqueL, 77, 64, -11.4699
TorqueL, 77, 65, -11.747
TorqueL, 77, 66, -13.4543
TorqueL, 77, 67, 0
TorqueL, 77, 68, 0
TorqueL, 77, 69, 0
TorqueL, 77, 70, -19.3004
TorqueL, 77, 71, 0
TorqueL, 77, 72, 0
TorqueL, 77, 73, -24.7338
TorqueL, 77, 74, -25.7102
TorqueL, 77, 75, 0
TorqueL, 77, 76, 0
TorqueL, 77, 77, -55.3955
TorqueL, 77, 78, -57.1271
TorqueL, 77, 79, 0
TorqueL, 77, 80, 0
TorqueL, 77, 81, -41.9718
TorqueL, 77, 82, 0
TorqueL, 77, 83, 0
TorqueL, 77, 84, -48.6682
TorqueL, 77, 85, 0
TorqueL, 77, 86, 0
TorqueL, 77, 87, 0
TorqueL, 77, 88, -62.2646
TorqueL, 77, 89, -65.1714
TorqueL, 77, 90, 0
TorqueL, 77, 91, -71.9629
TorqueL, 77, 92, -73.6535
TorqueL, 77, 93, -77.4063
TorqueL, 77, 94, 0
TorqueL, 77, 95, 0
TorqueL, 77, 96, -86.5305
TorqueL, 77, 97, -93.4994
TorqueL, 77, 98, -96.3578
TorqueL, 77, 99, 0
TorqueL, 78, 0, -100
TorqueL, 78, 1, -100
TorqueL, 78, 2, -100
TorqueL, 78, 3, -100
TorqueL, 78, 4, -100
TorqueL, 78, 5, 0
TorqueL, 78, 6, 0
TorqueL, 78, 7, 0
TorqueL, 78, 8, -72.1502
TorqueL, 78, 9, 0
TorqueL, 78, 10, 0
TorqueL, 78, 11, 0
TorqueL, 78, 12, 0
TorqueL, 78, 13, 0
TorqueL, 78, 14, 0
TorqueL, 78, 15, 0
TorqueL, 78, 16, 0
TorqueL, 78, 17, 0
TorqueL, 78, 18, -43.8806
TorqueL, 78, 19, 0
TorqueL, 78, 20, 0
TorqueL, 78, 21, 0
TorqueL, 78, 22, -33.0013
TorqueL, 78, 23, 0
TorqueL, 78, 24, 0
TorqueL, 78, 25, -27.7125
TorqueL, 78, 26, -44.1823
TorqueL, 78, 27, 0
TorqueL, 78, 28, 0
TorqueL, 78, 29, -20.8951
TorqueL, 78, 30, -18.7657
TorqueL, 78, 31, -17.7294
TorqueL, 78, 32, -15.798
TorqueL, 78, 33, -14.099
TorqueL, 78, 34, -12.8605
TorqueL, 78, 35, -11.6638
TorqueL, 78, 36, -17.4766
TorqueL, 78, 37, -9.5022
TorqueL, 78, 38, -14.0459
TorqueL, 78, 39, 0
TorqueL, 78, 40, -6.93215
TorqueL, 78, 41, 0
TorqueL, 78, 42, 0
TorqueL, 78, 43, -4.71153
TorqueL, 78, 44, -4.42809
TorqueL, 78, 45, 0
TorqueL, 78, 46, 0
TorqueL, 78, 47, 0
TorqueL, 78, 48, -2.97211
TorqueL, 78, 49, -4.35895
TorqueL, 78, 50, -2.83015
TorqueL, 78, 51, -4.19195
TorqueL, 78, 52, -2.9427
TorqueL, 78, 53, -3.14927
TorqueL, 78, 54, -3.49358
TorqueL, 78, 55, 0
TorqueL, 78, 56, -4.14757
TorqueL, 78, 57, 0
TorqueL, 78, 58, -5.63509
TorqueL, 78, 59, 0
TorqueL, 78, 60, -7.32159
TorqueL, 78, 61, -12.0302
TorqueL, 78, 62, 0
TorqueL, 78, 63, -9.62749
TorqueL, 78, 64, 0
TorqueL, 78, 65, -11.5671
TorqueL, 78, 66, -12.9334
TorqueL, 78, 67, -13.9281
TorqueL, 78, 68, 0
TorqueL, 78, 69, -17.4309
TorqueL, 78, 70, 0
TorqueL, 78, 71, -19.7887
TorqueL, 78, 72, 0
TorqueL, 78, 73, 0
TorqueL, 78, 74, 0
TorqueL, 78, 75, -28.5161
TorqueL, 78, 76, -29.764
TorqueL, 78, 77, -31.5452
TorqueL, 78, 78, -34.2603
TorqueL, 78, 79, -36.0229
TorqueL, 78, 80, 0
TorqueL, 78, 81, -42.4954
TorqueL, 78, 82, 0
TorqueL, 78, 83, 0
TorqueL, 78, 84, 0
TorqueL, 78, 85, -51.9758
TorqueL, 78, 86, 0
TorqueL, 78, 87, -57.589
TorqueL, 78, 88, -62.2938
TorqueL, 78, 89, -65.673
TorqueL, 78, 90, 0
TorqueL, 78, 91, -69.9986
TorqueL, 78, 92, 0
TorqueL, 78, 93, 0
TorqueL, 78, 94, 0
TorqueL, 78, 95, -82.7159
TorqueL, 78, 96, 0
TorqueL, 78, 97, 0
TorqueL, 78, 98, 0
TorqueL, 78, 99, -101.484
TorqueL, 79, 0, 0
TorqueL, 79, 1, -100
TorqueL, 79, 2, 0
TorqueL, 79, 3, -100
TorqueL, 79, 4, 0
TorqueL, 79, 5, 0
TorqueL, 79, 6, 0
TorqueL, 79, 7, 0
TorqueL, 79, 8, 0
TorqueL, 79, 9, 0
TorqueL, 79, 10, 0
TorqueL, 79, 11, 0
TorqueL, 79, 12, 0
TorqueL, 79, 13, 0
TorqueL, 79, 14, -55.3723
TorqueL, 79, 15, -50.8828
TorqueL, 79, 16, 0
TorqueL, 79, 17, 0
TorqueL, 79, 18, 0
TorqueL, 79, 19, 0
TorqueL, 79, 20, -38.7522
TorqueL, 79, 21, 0
TorqueL, 79, 22, 0
TorqueL, 79, 23, 0
TorqueL, 79, 24, 0
TorqueL, 79, 25, -27.3535
TorqueL, 79, 26, 0
TorqueL, 79, 27, -23.4806
TorqueL, 79, 28, -22.2652
TorqueL, 79, 29, -19.8726
TorqueL, 79, 30, -18.0537
TorqueL, 79, 31, -16.2464
TorqueL, 79, 32, -14.7451
TorqueL, 79, 33, -24.2331
TorqueL, 79, 34, -20.8404
TorqueL, 79, 35, 0
TorqueL, 79, 36, -10.4359
TorqueL, 79, 37, 0
TorqueL, 79, 38, -8.65262
TorqueL, 79, 39, -7.6704
TorqueL, 79, 40, -10.707
TorqueL, 79, 41, -5.99244
TorqueL, 79, 42, -5.01988
TorqueL, 79, 43, -4.39835
TorqueL, 79, 44, -4.24766
TorqueL, 79, 45, 0
TorqueL, 79, 46, -4.86845
TorqueL, 79, 47, -4.72071
TorqueL, 79, 48, -2.78479
TorqueL, 79, 49, -2.74121
TorqueL, 79, 50, 0
TorqueL, 79, 51, -2.65735
TorqueL, 79, 52, -2.8692
TorqueL, 79, 53, -3.09101
TorqueL, 79, 54, -3.44948
TorqueL, 79, 55, -3.59024
TorqueL, 79, 56, -3.98822
TorqueL, 79, 57, -4.94492
TorqueL, 79, 58, -5.58519
TorqueL, 79, 59, -6.26354
TorqueL, 79, 60, -6.97515
TorqueL, 79, 61, -13.089
TorqueL, 79, 62, -8.4508
TorqueL, 79, 63, 0
TorqueL, 79, 64, -10.5384
TorqueL, 79, 65, -11.5435
TorqueL, 79, 66, -13.6536
TorqueL, 79, 67, 0
TorqueL, 79, 68, -16.4807
TorqueL, 79, 69, -17.256
TorqueL, 79, 70, -19.2568
TorqueL, 79, 71, -20.4581
TorqueL, 79, 72, 0
TorqueL, 79, 73, 0
TorqueL, 79, 74, 0
TorqueL, 79, 75, -28.0064
TorqueL, 79, 76, 0
TorqueL, 79, 77, -33.0018
TorqueL, 79, 78, -33.3675
TorqueL, 79, 79, -36.3932
TorqueL, 79, 80, -38.1312
TorqueL, 79, 81, 0
TorqueL, 79, 82, -44.2904
TorqueL, 79, 83, 0
TorqueL, 79, 84, -50.6647
TorqueL, 79, 85, 0
TorqueL, 79, 86, -56.4187
TorqueL, 79, 87, 0
TorqueL, 79, 88, 0
TorqueL, 79, 89, 0
TorqueL, 79, 90, 0
TorqueL, 79, 91, -71.1143
TorqueL, 79, 92, -72.1455
TorqueL, 79, 93, -78.3654
TorqueL, 79, 94, 0
TorqueL, 79, 95, 0
TorqueL, 79, 96, -88.8925
TorqueL, 79, 97, -92.9467
TorqueL, 79, 98, 0
TorqueL, 79, 99, -101.264
TorqueL, 80, 0, 0
TorqueL, 80, 1, 0
TorqueL, 80, 2, 0
TorqueL, 80, 3, 0
TorqueL, 80, 4, 0
TorqueL, 80, 5, 0
TorqueL, 80, 6, 0
TorqueL, 80, 7, 0
TorqueL, 80, 8, 0
TorqueL, 80, 9, 0
TorqueL, 80, 10, 0
TorqueL, 80, 11, 0
TorqueL, 80, 12, 0
TorqueL, 80, 13, 0
TorqueL, 80, 14, 0
TorqueL, 80, 15, 0
TorqueL, 80, 16, 0
TorqueL, 80, 17, 0
TorqueL, 80, 18, 0
TorqueL, 80, 19, 0
TorqueL, 80, 20, -37.9526
TorqueL, 80, 21, 0
TorqueL, 80, 22, 0
TorqueL, 80, 23, -30.2892
TorqueL, 80, 24, 0
TorqueL, 80, 25, 0
TorqueL, 80, 26, -25.0109
TorqueL, 80, 27, 0
TorqueL, 80, 28, 0
TorqueL, 80, 29, 0
TorqueL, 80, 30, 0
TorqueL, 80, 31, -30.047
TorqueL, 80, 32, 0
TorqueL, 80, 33, -13.4843
TorqueL, 80, 34, 0
TorqueL, 80, 35, -20.4542
TorqueL, 80, 36, -10.314
TorqueL, 80, 37, -8.84415
TorqueL, 80, 38, -7.94398
TorqueL, 80, 39, 0
TorqueL, 80, 40, 0
TorqueL, 80, 41, 0
TorqueL, 80, 42, -4.93986
TorqueL, 80, 43, -4.61149
TorqueL, 80, 44, -4.10982
TorqueL, 80, 45, 0
TorqueL, 80, 46, -3.25119
TorqueL, 80, 47, -2.86071
TorqueL, 80, 48, -2.64798
TorqueL, 80, 49, -2.51305
TorqueL, 80, 50, 0
TorqueL, 80, 51, -2.50013
TorqueL, 80, 52, -2.65258
TorqueL, 80, 53, 0
TorqueL, 80, 54, 0
TorqueL, 80, 55, 0
TorqueL, 80, 56, -4.20258
TorqueL, 80, 57, -4.6912
TorqueL, 80, 58, -8.06333
TorqueL, 80, 59, -8.37835
TorqueL, 80, 60, 0
TorqueL, 80, 61, 0
TorqueL, 80, 62, -14.1984
TorqueL, 80, 63, -9.62178
TorqueL, 80, 64, -10.1663
TorqueL, 80, 65, -11.2099
TorqueL, 80, 66, 0
TorqueL, 80, 67, -14.6387
TorqueL, 80, 68, -15.8571
TorqueL, 80, 69, -17.4928
TorqueL, 80, 70, -19.4857
TorqueL, 80, 71, -20.9118
TorqueL, 80, 72, -21.1875
TorqueL, 80, 73, 0
TorqueL, 80, 74, -25.0708
TorqueL, 80, 75, -27.7573
TorqueL, 80, 76, -29.2272
TorqueL, 80, 77, 0
TorqueL, 80, 78, -33.834
TorqueL, 80, 79, 0
TorqueL, 80, 80, 0
TorqueL, 80, 81, 0
TorqueL, 80, 82, -43.2432
TorqueL, 80, 83, 0
TorqueL, 80, 84, 0
TorqueL, 80, 85, 0
TorqueL, 80, 86, 0
TorqueL, 80, 87, -57.2622
TorqueL, 80, 88, -61.0837
TorqueL, 80, 89, -63.2912
TorqueL, 80, 90, -67.7238
TorqueL, 80, 91, 0
TorqueL, 80, 92, 0
TorqueL, 80, 93, -75.5036
TorqueL, 80, 94, 0
TorqueL, 80, 95, -83.1853
TorqueL, 80, 96, 0
TorqueL, 80, 97, 0
TorqueL, 80, 98, 0
TorqueL, 80, 99, 0
TorqueL, 81, 0, 0
TorqueL, 81, 1, -100
TorqueL, 81, 2, -100
TorqueL, 81, 3, 0
TorqueL, 81, 4, 0
TorqueL, 81, 5, 0
TorqueL, 81, 6, 0
TorqueL, 81, 7, 0
TorqueL, 81, 8, 0
TorqueL, 81, 9, 0
TorqueL, 81, 10, 0
TorqueL, 81, 11, 0
TorqueL, 81, 12, 0
TorqueL, 81, 13, 0
TorqueL, 81, 14, 0
TorqueL, 81, 15, 0
TorqueL, 81, 16, -48.706
TorqueL, 81, 17, 0
TorqueL, 81, 18, 0
TorqueL, 81, 19, 0
TorqueL, 81, 20, 0
TorqueL, 81, 21, 0
TorqueL, 81, 22, -32.634
TorqueL, 81, 23, 0
TorqueL, 81, 24, 0
TorqueL, 81, 25, -26.0986
TorqueL, 81, 26, 0
TorqueL, 81, 27, 0
TorqueL, 81, 28, 0
TorqueL, 81, 29, 0
TorqueL, 81, 30, -18.4773
TorqueL, 81, 31, -16.695
TorqueL, 81, 32, -14.8011
TorqueL, 81, 33, 0
TorqueL, 81, 34, -12.8829
TorqueL, 81, 35, -11.2978
TorqueL, 81, 36, -9.75826
TorqueL, 81, 37, -9.14154
TorqueL, 81, 38, 0
TorqueL, 81, 39, -7.35458
TorqueL, 81, 40, -6.59701
TorqueL, 81, 41, -5.26193
TorqueL, 81, 42, -4.78896
TorqueL, 81, 43, -4.41795
TorqueL, 81, 44, -3.91156
TorqueL, 81, 45, -3.23581
TorqueL, 81, 46, -2.75486
TorqueL, 81, 47, -2.70863
TorqueL, 81, 48, -2.49291
TorqueL, 81, 49, -2.40697
TorqueL, 81, 50, 0
TorqueL, 81, 51, -2.40457
TorqueL, 81, 52, -2.42896
TorqueL, 81, 53, -2.86901
TorqueL, 81, 54, -3.27792
TorqueL, 81, 55, -3.42121
TorqueL, 81, 56, 0
TorqueL, 81, 57, -4.63571
TorqueL, 81, 58, 0
TorqueL, 81, 59, -5.5703
TorqueL, 81, 60, 0
TorqueL, 81, 61, -7.07603
TorqueL, 81, 62, -8.37025
TorqueL, 81, 63, -8.97373
TorqueL, 81, 64, -10.2475
TorqueL, 81, 65, -11.3656
TorqueL, 81, 66, 0
TorqueL, 81, 67, -14.0398
TorqueL, 81, 68, -14.9732
TorqueL, 81, 69, -29.3307
TorqueL, 81, 70, -18.6136
TorqueL, 81, 71, 0
TorqueL, 81, 72, 0
TorqueL, 81, 73, 0
TorqueL, 81, 74, -25.9184
TorqueL, 81, 75, -27.268
TorqueL, 81, 76, 0
TorqueL, 81, 77, -32.7199
TorqueL, 81, 78, -33.1416
TorqueL, 81, 79, -36.6714
TorqueL, 81, 80, 0
TorqueL, 81, 81, -40.8666
TorqueL, 81, 82, -42.7798
TorqueL, 81, 83, -46.0097
TorqueL, 81, 84, -49.4504
TorqueL, 81, 85, -86.2716
TorqueL, 81, 86, 0
TorqueL, 81, 87, -58.082
TorqueL, 81, 88, 0
TorqueL, 81, 89, 0
TorqueL, 81, 90, 0
TorqueL, 81, 91, 0
TorqueL, 81, 92, 0
TorqueL, 81, 93, -78.0244
TorqueL, 81, 94, -79.2368
TorqueL, 81, 95, -84.803
TorqueL, 81, 96, -87.6243
TorqueL, 81, 97, 0
TorqueL, 81, 98, 0
TorqueL, 81, 99, 0
TorqueL, 82, 0, -100
TorqueL, 82, 1, -100
TorqueL, 82, 2, 0
TorqueL, 82, 3, 0
TorqueL, 82, 4, 0
TorqueL, 82, 5, 0
TorqueL, 82, 6, 0
TorqueL, 82, 7, 0
TorqueL, 82, 8, 0
TorqueL, 82, 9, 0
TorqueL, 82, 10, 0
TorqueL, 82, 11, 0
TorqueL, 82, 12, 0
TorqueL, 82, 13, 0
TorqueL, 82, 14, 0
TorqueL, 82, 15, 0
TorqueL, 82, 16, 0
TorqueL, 82, 17, 0
TorqueL, 82, 18, 0
TorqueL, 82, 19, 0
TorqueL, 82, 20, 0
TorqueL, 82, 21, 0
TorqueL, 82, 22, 0
TorqueL, 82, 23, 0
TorqueL, 82, 24, 0
TorqueL, 82, 25, 0
TorqueL, 82, 26, -25.125
TorqueL, 82, 27, 0
TorqueL, 82, 28, 0
TorqueL, 82, 29, 0
TorqueL, 82, 30, 0
TorqueL, 82, 31, -16.3837
TorqueL, 82, 32, 0
TorqueL, 82, 33, 0
TorqueL, 82, 34, 0
TorqueL, 82, 35, 0
TorqueL, 82, 36, -10.2653
TorqueL, 82, 37, -8.28705
TorqueL, 82, 38, 0
TorqueL, 82, 39, 0
TorqueL, 82, 40, -6.12815
TorqueL, 82, 41, 0
TorqueL, 82, 42, -4.75534
TorqueL, 82, 43, 0
TorqueL, 82, 44, -3.56937
TorqueL, 82, 45, 0
TorqueL, 82, 46, -2.78275
TorqueL, 82, 47, -3.65584
TorqueL, 82, 48, -2.33103
TorqueL, 82, 49, -3.17569
TorqueL, 82, 50, 0
TorqueL, 82, 51, -4.08132
TorqueL, 82, 52, -4.09472
TorqueL, 82, 53, -2.62439
TorqueL, 82, 54, -2.86039
TorqueL, 82, 55, -3.23565
TorqueL, 82, 56, -3.95677
TorqueL, 82, 57, -4.07042
TorqueL, 82, 58, -4.92651
TorqueL, 82, 59, 0
TorqueL, 82, 60, -6.48162
TorqueL, 82, 61, -7.5531
TorqueL, 82, 62, -8.2218
TorqueL, 82, 63, -9.03496
TorqueL, 82, 64, -10.3636
TorqueL, 82, 65, -11.3618
TorqueL, 82, 66, -12.8481
TorqueL, 82, 67, 0
TorqueL, 82, 68, -15.6404
TorqueL, 82, 69, -17.0044
TorqueL, 82, 70, -18.3504
TorqueL, 82, 71, 0
TorqueL, 82, 72, -22.2241
TorqueL, 82, 73, 0
TorqueL, 82, 74, -25.535
TorqueL, 82, 75, 0
TorqueL, 82, 76, 0
TorqueL, 82, 77, 0
TorqueL, 82, 78, 0
TorqueL, 82, 79, -35.4074
TorqueL, 82, 80, 0
TorqueL, 82, 81, 0
TorqueL, 82, 82, 0
TorqueL, 82, 83, -46.0859
TorqueL, 82, 84, 0
TorqueL, 82, 85, 0
TorqueL, 82, 86, -55.2138
TorqueL, 82, 87, 0
TorqueL, 82, 88, 0
TorqueL, 82, 89, 0
TorqueL, 82, 90, 0
TorqueL, 82, 91, 0
TorqueL, 82, 92, 0
TorqueL, 82, 93, -75.6093
TorqueL, 82, 94, 0
TorqueL, 82, 95, -84.9149
TorqueL, 82, 96, 0
TorqueL, 82, 97, 0
TorqueL, 82, 98, -94.1931
TorqueL, 82, 99, -97.1954
TorqueL, 83, 0, 0
TorqueL, 83, 1, 0
TorqueL, 83, 2, 0
TorqueL, 83, 3, 0
TorqueL, 83, 4, 0
TorqueL, 83, 5, 0
TorqueL, 83, 6, 0
TorqueL, 83, 7, 0
TorqueL, 83, 8, 0
TorqueL, 83, 9, 0
TorqueL, 83, 10, 0
TorqueL, 83, 11, 0
TorqueL, 83, 12, 0
TorqueL, 83, 13, 0
TorqueL, 83, 14, 0
TorqueL, 83, 15, 0
TorqueL, 83, 16, 0
TorqueL, 83, 17, -45.0832
TorqueL, 83, 18, 0
TorqueL, 83, 19, 0
TorqueL, 83, 20, 0
TorqueL, 83, 21, 0
TorqueL, 83, 22, 0
TorqueL, 83, 23, 0
TorqueL, 83, 24, 0
TorqueL, 83, 25, 0
TorqueL, 83, 26, 0
TorqueL, 83, 27, 0
TorqueL, 83, 28, 0
TorqueL, 83, 29, -19.3418
TorqueL, 83, 30, 0
TorqueL, 83, 31, -15.6395
TorqueL, 83, 32, 0
TorqueL, 83, 33, 0
TorqueL, 83, 34, 0
TorqueL, 83, 35, -11.2649
TorqueL, 83, 36, 0
TorqueL, 83, 37, 0
TorqueL, 83, 38, -7.65462
TorqueL, 83, 39, 0
TorqueL, 83, 40, 0
TorqueL, 83, 41, -5.25373
TorqueL, 83, 42, -4.4567
TorqueL, 83, 43, -4.09043
TorqueL, 83, 44, -3.28663
TorqueL, 83, 45, -2.9196
TorqueL, 83, 46, -2.76682
TorqueL, 83, 47, -4.21496
TorqueL, 83, 48, 0
TorqueL, 83, 49, -2.14582
TorqueL, 83, 50, -2.03201
TorqueL, 83, 51, 0
TorqueL, 83, 52, -2.22789
TorqueL, 83, 53, -2.50398
TorqueL, 83, 54, -2.66001
TorqueL, 83, 55, -3.37163
TorqueL, 83, 56, 0
TorqueL, 83, 57, -4.18321
TorqueL, 83, 58, -4.8991
TorqueL, 83, 59, 0
TorqueL, 83, 60, -6.01564
TorqueL, 83, 61, 0
TorqueL, 83, 62, -7.71321
TorqueL, 83, 63, -9.56312
TorqueL, 83, 64, -17.8674
TorqueL, 83, 65, 0
TorqueL, 83, 66, -12.4833
TorqueL, 83, 67, 0
TorqueL, 83, 68, 0
TorqueL, 83, 69, -17.5629
TorqueL, 83, 70, -18.4822
TorqueL, 83, 71, 0
TorqueL, 83, 72, -21.6098
TorqueL, 83, 73, -23.6924
TorqueL, 83, 74, -24.7953
TorqueL, 83, 75, -26.9526
TorqueL, 83, 76, -29.0161
TorqueL, 83, 77, -31.2279
TorqueL, 83, 78, 0
TorqueL, 83, 79, 0
TorqueL, 83, 80, 0
TorqueL, 83, 81, 0
TorqueL, 83, 82, -43.223
TorqueL, 83, 83, -45.6626
TorqueL, 83, 84, 0
TorqueL, 83, 85, 0
TorqueL, 83, 86, 0
TorqueL, 83, 87, 0
TorqueL, 83, 88, 0
TorqueL, 83, 89, 0
TorqueL, 83, 90, -66.2379
TorqueL, 83, 91, -70.4101
TorqueL, 83, 92, 0
TorqueL, 83, 93, 0
TorqueL, 83, 94, 0
TorqueL, 83, 95, 0
TorqueL, 83, 96, -87.4292
TorqueL, 83, 97, -90.8916
TorqueL, 83, 98, 0
TorqueL, 83, 99, -97.3554
TorqueL, 84, 0, -100
TorqueL, 84, 1, -100
TorqueL, 84, 2, 0
TorqueL, 84, 3, 0
TorqueL, 84, 4, 0
TorqueL, 84, 5, 0
TorqueL, 84, 6, 0
TorqueL, 84, 7, 0
TorqueL, 84, 8, 0
TorqueL, 84, 9, 0
TorqueL, 84, 10, 0
TorqueL, 84, 11, 0
TorqueL, 84, 12, 0
TorqueL, 84, 13, 0
TorqueL, 84, 14, 0
TorqueL, 84, 15, 0
TorqueL, 84, 16, 0
TorqueL, 84, 17, 0
TorqueL, 84, 18, 0
TorqueL, 84, 19, 0
TorqueL, 84, 20, 0
TorqueL, 84, 21, 0
TorqueL, 84, 22, 0
TorqueL, 84, 23, 0
TorqueL, 84, 24, 0
TorqueL, 84, 25, 0
TorqueL, 84, 26, 0
TorqueL, 84, 27, -22.8748
TorqueL, 84, 28, 0
TorqueL, 84, 29, 0
TorqueL, 84, 30, 0
TorqueL, 84, 31, 0
TorqueL, 84, 32, 0
TorqueL, 84, 33, -13.0443
TorqueL, 84, 34, 0
