action, angle, velocity, Q
Off, 78, 9, -70.4588
Off, 78, 10, -64.8332
Off, 78, 11, -62.6123
Off, 78, 12, -59.2997
Off, 78, 13, -57.0222
Off, 78, 14, -54.3638
Off, 78, 15, 0
Off, 78, 16, -49.2677
Off, 78, 17, 0
Off, 78, 18, -42.8504
Off, 78, 19, 0
Off, 78, 20, -37.3557
Off, 78, 21, 0
Off, 78, 22, 0
Off, 78, 23, -30.3783
Off, 78, 24, 0
Off, 78, 25, -27.7076
Off, 78, 26, 0
Off, 78, 27, -23.3985
Off, 78, 28, -20.7381
Off, 78, 29, -18.536
Off, 78, 30, 0
Off, 78, 31, -16.4258
Off, 78, 32, -15.1111
Off, 78, 33, -13.8548
Off, 78, 34, -12.1703
Off, 78, 35, -10.187
Off, 78, 36, -9.51166
Off, 78, 37, -14.1999
Off, 78, 38, -14.202
Off, 78, 39, -13.7092
Off, 78, 40, -5.76125
Off, 78, 41, -4.99527
Off, 78, 42, -4.19276
Off, 78, 43, -3.8282
Off, 78, 44, -5.7253
Off, 78, 45, -2.61047
Off, 78, 46, -2.34527
Off, 78, 47, -2.20994
Off, 78, 48, -1.93332
Off, 78, 49, -1.91856
Off, 78, 50, -4.00524
Off, 78, 51, -4.02759
Off, 78, 52, -1.93837
Off, 78, 53, -3.96171
Off, 78, 54, -4.67278
Off, 78, 55, 0
Off, 78, 56, -3.17476
Off, 78, 57, -3.60261
Off, 78, 58, -4.64334
Off, 78, 59, -4.95878
Off, 78, 60, -6.00093
Off, 78, 61, 0
Off, 78, 62, -7.45252
Off, 78, 63, -8.12844
Off, 78, 64, -10.1398
Off, 78, 65, -10.6247
Off, 78, 66, -11.6333
Off, 78, 67, -13.8416
Off, 78, 68, -15.3202
Off, 78, 69, -16.9651
Off, 78, 70, 0
Off, 78, 71, 0
Off, 78, 72, 0
Off, 78, 73, 0
Off, 78, 74, -24.547
Off, 78, 75, 0
Off, 78, 76, -28.7201
Off, 78, 77, -30.5331
Off, 78, 78, 0
Off, 78, 79, 0
Off, 78, 80, 0
Off, 78, 81, -40.418
Off, 78, 82, 0
Off, 78, 83, 0
Off, 78, 84, -49.4596
Off, 78, 85, -52.0721
Off, 78, 86, 0
Off, 78, 87, 0
Off, 78, 88, 0
Off, 78, 89, 0
Off, 78, 90, 0
Off, 78, 91, 0
Off, 78, 92, 0
Off, 78, 93, -75.4492
Off, 78, 94, 0
Off, 78, 95, -81.5093
Off, 78, 96, 0
Off, 78, 97, 0
Off, 78, 98, 0
Off, 78, 99, -99.9746
Off, 79, 0, 0
Off, 79, 1, 0
Off, 79, 2, 0
Off, 79, 3, 0
Off, 79, 4, 0
Off, 79, 5, 0
Off, 79, 6, 0
Off, 79, 7, 0
Off, 79, 8, 0
Off, 79, 9, 0
Off, 79, 10, 0
Off, 79, 11, 0
Off, 79, 12, 0
Off, 79, 13, 0
Off, 79, 14, -54.342
Off, 79, 15, 0
Off, 79, 16, 0
Off, 79, 17, 0
Off, 79, 18, -41.873
Off, 79, 19, -40.5149
Off, 79, 20, 0
Off, 79, 21, -35.4829
Off, 79, 22, 0
Off, 79, 23, -31.5
Off, 79, 24, -28.7176
Off, 79, 25, 0
Off, 79, 26, -24.6923
Off, 79, 27, -22.0518
Off, 79, 28, -21.1063
Off, 79, 29, -18.5805
Off, 79, 30, -17.4714
Off, 79, 31, -15.5187
Off, 79, 32, -14.954
Off, 79, 33, -13.5909
Off, 79, 34, -11.2006
Off, 79, 35, 0
Off, 79, 36, -9.67862
Off, 79, 37, -8.30426
Off, 79, 38, 0
Off, 79, 39, -6.30368
Off, 79, 40, -5.84463
Off, 79, 41, -4.96343
Off, 79, 42, 0
Off, 79, 43, -3.33308
Off, 79, 44, 0
Off, 79, 45, 0
Off, 79, 46, -2.16235
Off, 79, 47, -2.11513
Off, 79, 48, -1.71848
Off, 79, 49, 0
Off, 79, 50, -1.66016
Off, 79, 51, -1.78322
Off, 79, 52, -1.8156
Off, 79, 53, 0
Off, 79, 54, -2.48353
Off, 79, 55, -2.53142
Off, 79, 56, -2.88366
Off, 79, 57, -3.55396
Off, 79, 58, -4.42331
Off, 79, 59, -4.92885
Off, 79, 60, -5.71552
Off, 79, 61, -6.58139
Off, 79, 62, 0
Off, 79, 63, 0
Off, 79, 64, -9.05704
Off, 79, 65, -10.3562
Off, 79, 66, 0
Off, 79, 67, -13.9076
Off, 79, 68, -14.5289
Off, 79, 69, -15.7711
Off, 79, 70, 0
Off, 79, 71, -18.6537
Off, 79, 72, 0
Off, 79, 73, 0
Off, 79, 74, 0
Off, 79, 75, -27.2152
Off, 79, 76, -28.0527
Off, 79, 77, -30.5731
Off, 79, 78, 0
Off, 79, 79, -34.5885
Off, 79, 80, 0
Off, 79, 81, 0
Off, 79, 82, -42.432
Off, 79, 83, 0
Off, 79, 84, 0
Off, 79, 85, -50.5441
Off, 79, 86, 0
Off, 79, 87, 0
Off, 79, 88, -59.2993
Off, 79, 89, 0
Off, 79, 90, 0
Off, 79, 91, 0
Off, 79, 92, 0
Off, 79, 93, -75.5869
Off, 79, 94, -80.3692
Off, 79, 95, 0
Off, 79, 96, 0
Off, 79, 97, -90.5449
Off, 79, 98, -93.868
Off, 79, 99, -96.5212
Off, 80, 0, 0
Off, 80, 1, 0
Off, 80, 2, 0
Off, 80, 3, 0
Off, 80, 4, 0
Off, 80, 5, 0
Off, 80, 6, 0
Off, 80, 7, 0
Off, 80, 8, 0
Off, 80, 9, 0
Off, 80, 10, 0
Off, 80, 11, 0
Off, 80, 12, 0
Off, 80, 13, -56.3688
Off, 80, 14, -53.2363
Off, 80, 15, -50.1898
Off, 80, 16, 0
Off, 80, 17, -45.9083
Off, 80, 18, 0
Off, 80, 19, 0
Off, 80, 20, 0
Off, 80, 21, 0
Off, 80, 22, -32.2165
Off, 80, 23, 0
Off, 80, 24, -29.0201
Off, 80, 25, -26.245
Off, 80, 26, 0
Off, 80, 27, 0
Off, 80, 28, -20.2547
Off, 80, 29, 0
Off, 80, 30, 0
Off, 80, 31, -15.1749
Off, 80, 32, -14.8879
Off, 80, 33, -24.7247
Off, 80, 34, -11.2495
Off, 80, 35, -9.9429
Off, 80, 36, -9.67552
Off, 80, 37, -8.31082
Off, 80, 38, -6.96984
Off, 80, 39, -6.34064
Off, 80, 40, -5.39767
Off, 80, 41, 0
Off, 80, 42, -4.11302
Off, 80, 43, -3.682
Off, 80, 44, 0
Off, 80, 45, -2.39538
Off, 80, 46, -2.16191
Off, 80, 47, -3.06364
Off, 80, 48, -1.56476
Off, 80, 49, -2.69753
Off, 80, 50, -1.52366
Off, 80, 51, -1.5025
Off, 80, 52, -1.6565
Off, 80, 53, 0
Off, 80, 54, 0
Off, 80, 55, -2.5821
Off, 80, 56, -2.94268
Off, 80, 57, -3.60511
Off, 80, 58, -3.8006
Off, 80, 59, -4.58582
Off, 80, 60, -5.96892
Off, 80, 61, -6.73332
Off, 80, 62, -6.95247
Off, 80, 63, -8.72157
Off, 80, 64, -9.66332
Off, 80, 65, -10.1558
Off, 80, 66, -11.2679
Off, 80, 67, 0
Off, 80, 68, -14.8797
Off, 80, 69, 0
Off, 80, 70, -17.7294
Off, 80, 71, 0
Off, 80, 72, -21.019
Off, 80, 73, -22.8629
Off, 80, 74, -25.2584
Off, 80, 75, -26.6095
Off, 80, 76, -28.0632
Off, 80, 77, -29.8109
Off, 80, 78, -32.0649
Off, 80, 79, 0
Off, 80, 80, -37.9034
Off, 80, 81, -39.5435
Off, 80, 82, -41.5746
Off, 80, 83, 0
Off, 80, 84, 0
Off, 80, 85, -49.7869
Off, 80, 86, 0
Off, 80, 87, -55.4034
Off, 80, 88, 0
Off, 80, 89, 0
Off, 80, 90, -65.8726
Off, 80, 91, -67.5777
Off, 80, 92, 0
Off, 80, 93, 0
Off, 80, 94, 0
Off, 80, 95, 0
Off, 80, 96, -85.1927
Off, 80, 97, 0
Off, 80, 98, -92.6157
Off, 80, 99, -97.2966
Off, 81, 0, 0
Off, 81, 1, 0
Off, 81, 2, 0
Off, 81, 3, 0
Off, 81, 4, 0
Off, 81, 5, 0
Off, 81, 6, 0
Off, 81, 7, 0
Off, 81, 8, 0
Off, 81, 9, 0
Off, 81, 10, 0
Off, 81, 11, 0
Off, 81, 12, 0
Off, 81, 13, 0
Off, 81, 14, 0
Off, 81, 15, 0
Off, 81, 16, -46.1061
Off, 81, 17, 0
Off, 81, 18, -41.5
Off, 81, 19, 0
Off, 81, 20, 0
Off, 81, 21, -34.7652
Off, 81, 22, -31.8514
Off, 81, 23, 0
Off, 81, 24, -27.7364
Off, 81, 25, 0
Off, 81, 26, 0
Off, 81, 27, -21.8189
Off, 81, 28, -21.0588
Off, 81, 29, -19.0219
Off, 81, 30, -16.5896
Off, 81, 31, 0
Off, 81, 32, -14.6828
Off, 81, 33, -12.3083
Off, 81, 34, -10.9151
Off, 81, 35, -9.97999
Off, 81, 36, -8.59577
Off, 81, 37, -8.07031
Off, 81, 38, -7.05102
Off, 81, 39, 0
Off, 81, 40, -5.334
Off, 81, 41, -8.67793
Off, 81, 42, -3.66367
Off, 81, 43, 0
Off, 81, 44, -2.77007
Off, 81, 45, -4.52413
Off, 81, 46, -1.89787
Off, 81, 47, -1.68032
Off, 81, 48, 0
Off, 81, 49, -1.38632
Off, 81, 50, -1.3908
Off, 81, 51, -1.3893
Off, 81, 52, -3.33941
Off, 81, 53, 0
Off, 81, 54, -1.9181
Off, 81, 55, -2.51423
Off, 81, 56, -2.80485
Off, 81, 57, -3.4097
Off, 81, 58, -3.6613
Off, 81, 59, 0
Off, 81, 60, -5.17135
Off, 81, 61, -6.09778
Off, 81, 62, -7.20026
Off, 81, 63, -8.2833
Off, 81, 64, -9.57585
Off, 81, 65, 0
Off, 81, 66, 0
Off, 81, 67, -12.8405
Off, 81, 68, -14.2878
Off, 81, 69, -16.4046
Off, 81, 70, -17.8594
Off, 81, 71, -19.9201
Off, 81, 72, -21.5092
Off, 81, 73, 0
Off, 81, 74, -24.4183
Off, 81, 75, -25.7262
Off, 81, 76, -29.3844
Off, 81, 77, -30.0638
Off, 81, 78, -31.9599
Off, 81, 79, -35.0631
Off, 81, 80, -37.7222
Off, 81, 81, 0
Off, 81, 82, -42.146
Off, 81, 83, 0
Off, 81, 84, -48.4753
Off, 81, 85, 0
Off, 81, 86, -52.8724
Off, 81, 87, -57.384
Off, 81, 88, 0
Off, 81, 89, 0
Off, 81, 90, -64.2735
Off, 81, 91, -70.0727
Off, 81, 92, 0
Off, 81, 93, 0
Off, 81, 94, -80.6902
Off, 81, 95, 0
Off, 81, 96, 0
Off, 81, 97, -91.5357
Off, 81, 98, 0
Off, 81, 99, 0
Off, 82, 0, 0
Off, 82, 1, 0
Off, 82, 2, 0
Off, 82, 3, 0
Off, 82, 4, 0
Off, 82, 5, 0
Off, 82, 6, 0
Off, 82, 7, 0
Off, 82, 8, 0
Off, 82, 9, 0
Off, 82, 10, 0
Off, 82, 11, 0
Off, 82, 12, -57.366
Off, 82, 13, 0
Off, 82, 14, -52.332
Off, 82, 15, -49.8544
Off, 82, 16, -47.8272
Off, 82, 17, 0
Off, 82, 18, 0
Off, 82, 19, 0
Off, 82, 20, 0
Off, 82, 21, -34.4918
Off, 82, 22, -32.312
Off, 82, 23, 0
Off, 82, 24, -29.0021
Off, 82, 25, 0
Off, 82, 26, 0
Off, 82, 27, 0
Off, 82, 28, -20.3557
Off, 82, 29, 0
Off, 82, 30, -17.8771
Off, 82, 31, -14.8559
Off, 82, 32, -13.6415
Off, 82, 33, -12.2896
Off, 82, 34, -11.7237
Off, 82, 35, -10.3091
Off, 82, 36, -9.13137
Off, 82, 37, 0
Off, 82, 38, 0
Off, 82, 39, -5.69156
Off, 82, 40, -5.31535
Off, 82, 41, -4.20474
Off, 82, 42, -4.02929
Off, 82, 43, -6.19987
Off, 82, 44, -2.54898
Off, 82, 45, -1.95471
Off, 82, 46, -1.69889
Off, 82, 47, -1.61016
Off, 82, 48, -1.41195
Off, 82, 49, -1.22689
Off, 82, 50, -1.26386
Off, 82, 51, -2.30708
Off, 82, 52, -3.04491
Off, 82, 53, -3.79144
Off, 82, 54, 0
Off, 82, 55, -2.16345
Off, 82, 56, -2.65927
Off, 82, 57, -3.01675
Off, 82, 58, -3.72028
Off, 82, 59, -8.50486
Off, 82, 60, -5.42241
Off, 82, 61, -6.48173
Off, 82, 62, -7.22205
Off, 82, 63, -7.52423
Off, 82, 64, 0
Off, 82, 65, -10.605
Off, 82, 66, -11.1721
Off, 82, 67, -13.565
Off, 82, 68, -14.0744
Off, 82, 69, -16.4597
Off, 82, 70, -17.5905
Off, 82, 71, -19.5792
Off, 82, 72, -21.469
Off, 82, 73, -21.73
Off, 82, 74, -24.4527
Off, 82, 75, -26.8732
Off, 82, 76, -27.614
Off, 82, 77, -30.0981
Off, 82, 78, -32.3419
Off, 82, 79, -34.6941
Off, 82, 80, 0
Off, 82, 81, -40.5573
Off, 82, 82, -42.2376
Off, 82, 83, -45.8925
Off, 82, 84, -48.84
Off, 82, 85, 0
Off, 82, 86, 0
Off, 82, 87, 0
Off, 82, 88, 0
Off, 82, 89, 0
Off, 82, 90, -63.9952
Off, 82, 91, 0
Off, 82, 92, -73.0351
Off, 82, 93, -77.0311
Off, 82, 94, 0
Off, 82, 95, 0
Off, 82, 96, 0
Off, 82, 97, 0
Off, 82, 98, 0
Off, 82, 99, 0
Off, 83, 0, 0
Off, 83, 1, 0
Off, 83, 2, 0
Off, 83, 3, 0
Off, 83, 4, 0
Off, 83, 5, 0
Off, 83, 6, 0
Off, 83, 7, 0
Off, 83, 8, 0
Off, 83, 9, 0
Off, 83, 10, 0
Off, 83, 11, 0
Off, 83, 12, 0
Off, 83, 13, 0
Off, 83, 14, -53.9845
Off, 83, 15, -50.5472
Off, 83, 16, -46.189
Off, 83, 17, 0
Off, 83, 18, -42.4642
Off, 83, 19, -39.281
Off, 83, 20, -37.571
Off, 83, 21, 0
Off, 83, 22, -32.1778
Off, 83, 23, -29.2142
Off, 83, 24, 0
Off, 83, 25, 0
Off, 83, 26, 0
Off, 83, 27, 0
Off, 83, 28, -20.4622
Off, 83, 29, 0
Off, 83, 30, -16.9933
Off, 83, 31, -16.1588
Off, 83, 32, -14.5046
Off, 83, 33, -12.6562
Off, 83, 34, -11.7204
Off, 83, 35, 0
Off, 83, 36, -8.59064
Off, 83, 37, -8.07982
Off, 83, 38, -6.59172
Off, 83, 39, 0
Off, 83, 40, -5.33939
Off, 83, 41, -3.95238
Off, 83, 42, -3.74042
Off, 83, 43, -2.94196
Off, 83, 44, -4.48098
Off, 83, 45, -2.06112
Off, 83, 46, -1.78644
Off, 83, 47, 0
Off, 83, 48, -1.21467
Off, 83, 49, -1.0295
Off, 83, 50, -1.13678
Off, 83, 51, -1.05612
Off, 83, 52, -1.36172
Off, 83, 53, -1.47684
Off, 83, 54, -1.68253
Off, 83, 55, 0
Off, 83, 56, -2.4306
Off, 83, 57, -3.34173
Off, 83, 58, -3.67259
Off, 83, 59, 0
Off, 83, 60, -5.44545
Off, 83, 61, -6.23388
Off, 83, 62, 0
Off, 83, 63, -8.07059
Off, 83, 64, -9.47065
Off, 83, 65, -10.4357
Off, 83, 66, -11.457
Off, 83, 67, -12.1328
Off, 83, 68, 0
Off, 83, 69, 0
Off, 83, 70, -17.7793
Off, 83, 71, -19.2994
Off, 83, 72, -20.0737
Off, 83, 73, -23.0758
Off, 83, 74, 0
Off, 83, 75, -26.0322
Off, 83, 76, -29.3209
Off, 83, 77, -30.502
Off, 83, 78, -33.5584
Off, 83, 79, -34.8978
Off, 83, 80, -37.9521
Off, 83, 81, -39.4605
Off, 83, 82, -42.9506
Off, 83, 83, -43.9931
Off, 83, 84, -48.2048
Off, 83, 85, -49.0389
Off, 83, 86, -52.4026
Off, 83, 87, 0
Off, 83, 88, 0
Off, 83, 89, 0
Off, 83, 90, 0
Off, 83, 91, 0
Off, 83, 92, 0
Off, 83, 93, 0
Off, 83, 94, -77.9798
Off, 83, 95, 0
Off, 83, 96, -85.3607
Off, 83, 97, 0
Off, 83, 98, 0
Off, 83, 99, -97.8247
Off, 84, 0, 0
Off, 84, 1, 0
Off, 84, 2, 0
Off, 84, 3, 0
Off, 84, 4, 0
Off, 84, 5, 0
Off, 84, 6, 0
Off, 84, 7, 0
Off, 84, 8, 0
Off, 84, 9, 0
Off, 84, 10, 0
Off, 84, 11, 0
Off, 84, 12, 0
Off, 84, 13, 0
Off, 84, 14, 0
Off, 84, 15, 0
Off, 84, 16, 0
Off, 84, 17, 0
Off, 84, 18, -41.6914
Off, 84, 19, 0
Off, 84, 20, -37.2097
Off, 84, 21, -33.6847
Off, 84, 22, -31.1057
Off, 84, 23, -29.176
Off, 84, 24, -27.2516
Off, 84, 25, -26.5942
Off, 84, 26, -24.2712
Off, 84, 27, 0
Off, 84, 28, -20.0538
Off, 84, 29, 0
Off, 84, 30, -16.4499
Off, 84, 31, -15.1679
Off, 84, 32, -13.7997
Off, 84, 33, -12.6042
Off, 84, 34, 0
Off, 84, 35, -9.56948
Off, 84, 36, -8.59639
Off, 84, 37, -7.77692
Off, 84, 38, -6.95647
Off, 84, 39, 0
Off, 84, 40, 0
Off, 84, 41, -4.1402
Off, 84, 42, -3.71161
Off, 84, 43, -2.87879
Off, 84, 44, -2.09278
Off, 84, 45, -3.60993
Off, 84, 46, -2.91158
Off, 84, 47, -2.23698
Off, 84, 48, -1.06762
Off, 84, 49, -1.06848
Off, 84, 50, -0.985219
Off, 84, 51, -1.05591
Off, 84, 52, -1.19751
Off, 84, 53, 0
Off, 84, 54, -1.50736
Off, 84, 55, -2.13273
Off, 84, 56, -3.7895
Off, 84, 57, -2.94562
Off, 84, 58, 0
Off, 84, 59, 0
Off, 84, 60, 0
Off, 84, 61, -5.8771
Off, 84, 62, 0
Off, 84, 63, -8.25727
Off, 84, 64, -9.31055
Off, 84, 65, 0
Off, 84, 66, -10.8999
Off, 84, 67, -12.644
Off, 84, 68, 0
Off, 84, 69, -14.9122
Off, 84, 70, -17.0073
Off, 84, 71, 0
Off, 84, 72, 0
Off, 84, 73, 0
Off, 84, 74, 0
Off, 84, 75, -46.8796
Off, 84, 76, 0
Off, 84, 77, -29.4118
Off, 84, 78, 0
Off, 84, 79, -34.347
Off, 84, 80, -38.085
Off, 84, 81, -39.0037
Off, 84, 82, -42.9811
Off, 84, 83, -46.0602
Off, 84, 84, 0
Off, 84, 85, 0
Off, 84, 86, 0
Off, 84, 87, -56.8307
Off, 84, 88, 0
Off, 84, 89, -63.433
Off, 84, 90, 0
Off, 84, 91, 0
Off, 84, 92, 0
Off, 84, 93, 0
Off, 84, 94, 0
Off, 84, 95, 0
Off, 84, 96, 0
Off, 84, 97, 0
Off, 84, 98, -93.2014
Off, 84, 99, 0
Off, 85, 0, 0
Off, 85, 1, 0
Off, 85, 2, 0
Off, 85, 3, 0
Off, 85, 4, 0
Off, 85, 5, 0
Off, 85, 6, 0
Off, 85, 7, 0
Off, 85, 8, 0
Off, 85, 9, 0
Off, 85, 10, 0
Off, 85, 11, 0
Off, 85, 12, 0
Off, 85, 13, 0
Off, 85, 14, 0
Off, 85, 15, 0
Off, 85, 16, -47.0646
Off, 85, 17, -42.9753
Off, 85, 18, -42.1049
Off, 85, 19, -39.7084
Off, 85, 20, 0
Off, 85, 21, -33.1405
Off, 85, 22, -32.691
Off, 85, 23, 0
Off, 85, 24, -28.2944
Off, 85, 25, 0
Off, 85, 26, 0
Off, 85, 27, 0
Off, 85, 28, -20.579
Off, 85, 29, -18.7426
Off, 85, 30, 0
Off, 85, 31, -14.9463
Off, 85, 32, -14.1562
Off, 85, 33, -11.7988
Off, 85, 34, -10.733
Off, 85, 35, -9.229
Off, 85, 36, -8.97557
Off, 85, 37, -7.47294
Off, 85, 38, -6.41631
Off, 85, 39, -5.60851
Off, 85, 40, 0
Off, 85, 41, -4.05571
Off, 85, 42, -3.19946
Off, 85, 43, -2.71125
Off, 85, 44, -3.88605
Off, 85, 45, -4.04007
Off, 85, 46, 0
Off, 85, 47, -1.2162
Off, 85, 48, -1.88035
Off, 85, 49, -0.888231
Off, 85, 50, -0.82318
Off, 85, 51, -0.889645
Off, 85, 52, 0
Off, 85, 53, 0
Off, 85, 54, -2.07034
Off, 85, 55, -1.83849
Off, 85, 56, -2.50994
Off, 85, 57, -2.92378
Off, 85, 58, -3.28493
Off, 85, 59, 0
Off, 85, 60, -4.52617
Off, 85, 61, -6.12802
Off, 85, 62, -6.59414
Off, 85, 63, -13.7983
Off, 85, 64, -8.49762
Off, 85, 65, -9.63223
Off, 85, 66, 0
Off, 85, 67, -13.0272
Off, 85, 68, 0
Off, 85, 69, -15.7179
Off, 85, 70, -16.818
Off, 85, 71, 0
Off, 85, 72, 0
Off, 85, 73, -22.8193
Off, 85, 74, 0
Off, 85, 75, -26.5029
Off, 85, 76, -29.2016
Off, 85, 77, -29.9355
Off, 85, 78, -31.9998
Off, 85, 79, -35.0793
Off, 85, 80, -35.944
Off, 85, 81, 0
Off, 85, 82, 0
Off, 85, 83, -45.7667
Off, 85, 84, -47.3022
Off, 85, 85, 0
Off, 85, 86, 0
Off, 85, 87, -56.3062
Off, 85, 88, 0
Off, 85, 89, -61.7516
Off, 85, 90, 0
Off, 85, 91, -70.0876
Off, 85, 92, 0
Off, 85, 93, -73.9505
Off, 85, 94, 0
Off, 85, 95, 0
Off, 85, 96, 0
Off, 85, 97, 0
Off, 85, 98, -94.8543
Off, 85, 99, -96.8184
Off, 86, 0, 0
Off, 86, 1, 0
Off, 86, 2, 0
Off, 86, 3, 0
Off, 86, 4, 0
Off, 86, 5, 0
Off, 86, 6, 0
Off, 86, 7, 0
Off, 86, 8, 0
Off, 86, 9, 0
Off, 86, 10, 0
Off, 86, 11, 0
Off, 86, 12, 0
Off, 86, 13, 0
Off, 86, 14, 0
Off, 86, 15, 0
Off, 86, 16, -45.2567
Off, 86, 17, -44.599
Off, 86, 18, -40.4375
Off, 86, 19, 0
Off, 86, 20, 0
Off, 86, 21, -34.2837
Off, 86, 22, -32.1849
Off, 86, 23, 0
Off, 86, 24, -27.1224
Off, 86, 25, 0
Off, 86, 26, 0
Off, 86, 27, -21.9746
Off, 86, 28, 0
Off, 86, 29, -17.3731
Off, 86, 30, 0
Off, 86, 31, 0
Off, 86, 32, 0
Off, 86, 33, -12.7832
Off, 86, 34, -10.5198
Off, 86, 35, -10.0989
Off, 86, 36, -8.79497
Off, 86, 37, -6.96417
Off, 86, 38, -6.03141
Off, 86, 39, -5.4967
Off, 86, 40, -4.18241
Off, 86, 41, -4.07538
Off, 86, 42, -5.20697
Off, 86, 43, -2.61822
Off, 86, 44, 0
Off, 86, 45, -1.63139
Off, 86, 46, -1.44004
Off, 86, 47, 0
Off, 86, 48, -0.826855
Off, 86, 49, -0.794948
Off, 86, 50, -0.738763
Off, 86, 51, -0.725913
Off, 86, 52, -0.893802
Off, 86, 53, -2.07132
Off, 86, 54, -1.35657
Off, 86, 55, 0
Off, 86, 56, -2.30215
Off, 86, 57, 0
Off, 86, 58, -3.43881
Off, 86, 59, -4.23351
Off, 86, 60, -4.62404
Off, 86, 61, 0
Off, 86, 62, 0
Off, 86, 63, 0
Off, 86, 64, -9.20875
Off, 86, 65, -9.94966
Off, 86, 66, -11.2559
Off, 86, 67, 0
Off, 86, 68, -13.9111
Off, 86, 69, -15.622
Off, 86, 70, -17.5506
Off, 86, 71, -18.789
Off, 86, 72, -20.1267
Off, 86, 73, 0
Off, 86, 74, 0
Off, 86, 75, -25.6053
Off, 86, 76, -27.5674
Off, 86, 77, -30.3821
Off, 86, 78, -31.9544
Off, 86, 79, 0
Off, 86, 80, -38.0166
Off, 86, 81, -39.0291
Off, 86, 82, -41.5903
Off, 86, 83, -45.4975
Off, 86, 84, -46.5881
Off, 86, 85, 0
Off, 86, 86, 0
Off, 86, 87, -56.2606
Off, 86, 88, 0
Off, 86, 89, -60.9293
Off, 86, 90, 0
Off, 86, 91, -67.6928
Off, 86, 92, 0
Off, 86, 93, -76.2659
Off, 86, 94, -79.9746
Off, 86, 95, -83.4566
Off, 86, 96, -84.2645
Off, 86, 97, -90.4476
Off, 86, 98, 0
Off, 86, 99, -97.3842
Off, 87, 0, 0
Off, 87, 1, 0
Off, 87, 2, 0
Off, 87, 3, 0
Off, 87, 4, 0
Off, 87, 5, 0
Off, 87, 6, 0
Off, 87, 7, 0
Off, 87, 8, 0
Off, 87, 9, 0
Off, 87, 10, 0
Off, 87, 11, 0
Off, 87, 12, 0
Off, 87, 13, 0
Off, 87, 14, 0
Off, 87, 15, 0
Off, 87, 16, 0
Off, 87, 17, 0
Off, 87, 18, 0
Off, 87, 19, -37.6532
Off, 87, 20, -36.635
Off, 87, 21, -33.7339
Off, 87, 22, 0
Off, 87, 23, -28.4849
Off, 87, 24, 0
Off, 87, 25, -24.9795
Off, 87, 26, -24.0879
Off, 87, 27, -21.9814
Off, 87, 28, -19.1827
Off, 87, 29, 0
Off, 87, 30, -15.8155
Off, 87, 31, -15.1398
Off, 87, 32, -13.4101
Off, 87, 33, 0
Off, 87, 34, -10.0818
Off, 87, 35, -9.63971
Off, 87, 36, -8.17348
Off, 87, 37, -13.5117
Off, 87, 38, -6.18418
Off, 87, 39, 0
Off, 87, 40, -4.13331
Off, 87, 41, -3.79251
Off, 87, 42, -5.08428
Off, 87, 43, -2.33301
Off, 87, 44, -2.00417
Off, 87, 45, 0
Off, 87, 46, -1.20157
Off, 87, 47, 0
Off, 87, 48, -0.732439
Off, 87, 49, -0.59297
Off, 87, 50, 0
Off, 87, 51, -0.62917
Off, 87, 52, -0.799812
Off, 87, 53, -1.04799
Off, 87, 54, -1.16612
Off, 87, 55, -1.87383
Off, 87, 56, -2.35617
Off, 87, 57, -2.86258
Off, 87, 58, 0
Off, 87, 59, -4.05153
Off, 87, 60, -5.14137
Off, 87, 61, -5.4531
Off, 87, 62, -6.27847
Off, 87, 63, -7.70957
Off, 87, 64, 0
Off, 87, 65, 0
Off, 87, 66, 0
Off, 87, 67, -12.3556
Off, 87, 68, 0
Off, 87, 69, -14.6118
Off, 87, 70, 0
Off, 87, 71, 0
Off, 87, 72, 0
Off, 87, 73, -21.6677
Off, 87, 74, -24.8998
Off, 87, 75, -25.5352
Off, 87, 76, 0
Off, 87, 77, -29.248
Off, 87, 78, -33.3783
Off, 87, 79, -33.8798
Off, 87, 80, 0
Off, 87, 81, -69.2607
Off, 87, 82, -42.6503
Off, 87, 83, -45.1322
Off, 87, 84, 0
Off, 87, 85, 0
Off, 87, 86, -53.7779
Off, 87, 87, 0
Off, 87, 88, 0
Off, 87, 89, -63.0157
Off, 87, 90, 0
Off, 87, 91, 0
Off, 87, 92, 0
Off, 87, 93, 0
Off, 87, 94, -79.6767
Off, 87, 95, 0
Off, 87, 96, 0
Off, 87, 97, 0
Off, 87, 98, -95.1029
Off, 87, 99, 0
Off, 88, 0, 0
Off, 88, 1, 0
Off, 88, 2, 0
Off, 88, 3, 0
Off, 88, 4, 0
Off, 88, 5, 0
Off, 88, 6, 0
Off, 88, 7, 0
Off, 88, 8, 0
Off, 88, 9, 0
Off, 88, 10, 0
Off, 88, 11, 0
Off, 88, 12, 0
Off, 88, 13, 0
Off, 88, 14, 0
Off, 88, 15, 0
Off, 88, 16, 0
Off, 88, 17, 0
Off, 88, 18, 0
Off, 88, 19, -38.5505
Off, 88, 20, 0
Off, 88, 21, -34.363
Off, 88, 22, -31.0858
Off, 88, 23, -28.4105
Off, 88, 24, -27.3762
Off, 88, 25, -25.1611
Off, 88, 26, -23.7557
Off, 88, 27, -21.1296
Off, 88, 28, 0
Off, 88, 29, -17.6234
Off, 88, 30, -16.872
Off, 88, 31, -15.3407
Off, 88, 32, 0
Off, 88, 33, -12.0095
